id,Umsatz
1808011,187.19331584469765
1808021,192.8142491000978
1808031,195.10404714925107
1808041,240.2583409064664
1808051,246.3454632995956
1808061,191.3569984654559
1808071,207.45431340535447
1808081,187.19331584469765
1808091,192.8142491000978
1808101,190.03879369043952
1808111,235.19308744765488
1808121,241.28020984078404
1808131,191.3569984654559
1808141,186.8571689502321
1808151,187.19331584469765
1808161,192.8142491000978
1808171,190.03879369043952
1808181,240.2583409064664
1808191,246.3454632995956
1808201,186.2917450066444
1808211,181.7919154914206
1808221,187.19331584469765
1808231,192.8142491000978
1808241,190.03879369043952
1808251,235.19308744765488
1808261,241.28020984078404
1808271,186.2917450066444
1808281,181.7919154914206
1808291,187.19331584469765
1808301,187.74899564128629
1808311,190.03879369043952
1809011,157.37150358197226
1809021,163.45862597510143
1809031,113.53541459977328
1809041,109.03558508454952
1809051,109.371731979015
1809061,114.9926652344152
1809071,112.2172098247569
1809081,0.0
1809091,0.0
1809101,108.47016114096176
1809111,103.970331625738
1809121,104.3064785202035
1809131,109.92741177560367
1809141,112.2172098247569
1809151,0.0
1809161,0.0
1809171,0.0
1809181,0.0
1809191,0.0
1809201,0.0
1809211,112.2172098247569
1809221,157.37150358197226
1809231,163.45862597510143
1809241,108.47016114096176
1809251,103.970331625738
1809261,104.3064785202035
1809271,109.92741177560367
1809281,112.2172098247569
1809291,157.37150358197226
1809301,163.45862597510143
1810011,107.06101186630372
1810021,101.92128692288654
1810031,156.19685973846236
1810041,108.51826250094564
1810051,110.80806055009889
1810061,155.96235430731423
1810071,162.0494767004434
1810081,107.06101186630372
1810091,102.56118235107996
1810101,102.89732924554548
1810111,108.51826250094564
1810121,115.8733140089104
1810131,0.0
1810141,0.0
1810151,112.12626532511524
1810161,102.56118235107996
1810171,107.962582704357
1810181,108.51826250094564
1810191,110.80806055009889
1810201,0.0
1810211,0.0
1810221,107.06101186630372
1810231,102.56118235107996
1810241,102.89732924554548
1810251,108.51826250094564
1810261,110.80806055009889
1810271,155.3224588791208
1810281,161.40958127224997
1810291,106.42111643811027
1810301,102.56118235107996
1811011,132.64794064267252
1811021,81.63820819890884
1811031,126.1526065279308
1811041,132.23972892105994
1811051,77.89115951511369
1811061,72.7514345716965
1811071,73.72747689435543
1811081,79.34841014975561
1811091,80.99831277071543
1811101,126.7925019561242
1811111,132.87962434925336
1811121,77.89115951511369
1811131,73.39132999988993
1811141,73.08758146616202
1811151,79.34841014975561
1811161,80.99831277071543
1811171,126.1526065279308
1811181,132.23972892105994
1811191,77.25126408692026
1811201,72.7514345716965
1811211,73.08758146616202
1811221,78.70851472156218
1811231,80.99831277071543
1811241,126.1526065279308
1811251,132.23972892105994
1811261,77.25126408692026
1811271,72.7514345716965
1811281,73.08758146616202
1811291,78.70851472156218
1811301,80.99831277071543
1812011,172.25174636966852
1812021,178.3388687627977
1812031,123.99029935685144
1812041,118.85057441343426
1812051,119.18672130789976
1812061,124.80765456329992
1812071,127.7373480406466
1812081,172.25174636966852
1812091,178.3388687627977
1812101,123.350403928658
1812111,118.85057441343426
1812121,119.18672130789976
1812131,124.80765456329992
1812141,127.09745261245318
1812151,172.25174636966852
1812161,178.3388687627977
1812171,123.350403928658
1812181,118.85057441343426
1812191,119.18672130789976
1812201,124.80765456329992
1812211,127.09745261245318
1812221,172.25174636966852
1812231,178.3388687627977
1812241,123.350403928658
1812271,124.80765456329992
1812281,127.09745261245318
1812291,172.25174636966852
1812301,178.3388687627977
1812311,123.350403928658
1901021,59.46823891603569
1901031,65.08917217143586
1901041,67.37897022058911
1901051,112.53326397780448
1901061,118.6203863709336
1901071,63.63192153679394
1901081,59.13209202157018
1901091,59.46823891603569
1901101,65.08917217143586
1901111,67.37897022058911
1901121,112.53326397780448
1901131,118.6203863709336
1901141,63.63192153679394
1901151,59.13209202157018
1901161,59.46823891603569
1901171,65.08917217143586
1901181,67.37897022058911
1901191,112.53326397780448
1901201,118.6203863709336
1901211,61.43079488282499
1901221,59.13209202157018
1901231,57.267112262066746
1901241,62.888045517466914
1901251,65.17784356662015
1901261,112.53326397780448
1901271,118.6203863709336
1901281,63.63192153679394
1901291,59.13209202157018
1901301,59.46823891603569
1901311,65.08917217143586
1902011,86.05706833642694
1902021,133.41248874761123
1902031,139.4996111407404
1902041,84.51114630660072
1902051,80.01131679137697
1902061,80.34746368584247
1902071,85.96839694124264
1902081,88.25819499039588
1902091,133.41248874761123
1902101,139.4996111407404
1902111,84.51114630660072
1902121,80.01131679137697
1902131,80.34746368584247
1902141,85.96839694124264
1902151,88.8980904185893
1902161,134.05238417580466
1902171,140.1395065689338
1902181,85.15104173479413
1902191,80.01131679137697
1902201,80.34746368584247
1902211,85.96839694124264
1902221,88.25819499039588
1902231,133.41248874761123
1902241,139.4996111407404
1902251,84.51114630660072
1902261,80.65121221957037
1902271,80.98735911403588
1902281,85.96839694124264
1903011,78.93892803673498
1903021,124.09322179395036
1903031,130.1803441870795
1903041,75.19187935293982
1903051,70.69204983771607
1903061,71.02819673218158
1903071,76.64912998758174
1903081,78.93892803673498
1903091,124.09322179395036
1903101,130.1803441870795
1903111,75.19187935293982
1903121,70.69204983771607
1903131,71.02819673218158
1903141,76.64912998758174
1903151,78.93892803673498
1903161,124.09322179395036
1903171,130.1803441870795
1903181,75.19187935293982
1903191,70.69204983771607
1903211,77.28902541577517
1903221,78.93892803673498
1903231,124.73311722214378
1903241,130.1803441870795
1903251,75.19187935293982
1903261,70.69204983771607
1903271,71.02819673218158
1903281,77.28902541577517
1903291,79.5788234649284
1903301,124.73311722214378
1903311,130.1803441870795
1904011,94.0781181344732
1904021,90.21818404744288
1904041,0.0
1904051,98.4650622464618
1904061,143.61935600367718
1904071,149.70647839680632
1904081,94.0781181344732
1904091,89.57828861924946
1904101,89.91443551371498
1904111,95.53536876911514
1904121,97.8251668182684
1904131,142.97946057548376
1904141,149.0665829686129
1904151,94.0781181344732
1904161,89.57828861924946
1904171,90.5543309419084
1904181,96.17526419730856
1904201,143.61935600367718
1904211,203.00600888972323
1904221,148.01754405558356
1904231,90.21818404744288
1904241,90.5543309419084
1904251,96.17526419730856
1904261,98.4650622464618
1904271,143.61935600367718
1904281,149.0665829686129
1904291,94.71801356266664
1904301,90.21818404744288
1905021,102.48789320760832
1905031,104.77769125676156
1905041,149.93198501397694
1905051,156.6590028352995
1905061,101.0306425729664
1905071,96.53081305774263
1905081,97.50685538040156
1905091,103.12778863580176
1905101,105.41758668495498
1905111,150.57188044217037
1905121,156.6590028352995
1905131,101.67053800115984
1905141,97.17070848593606
1905151,97.50685538040156
1905161,103.12778863580176
1905171,105.41758668495498
1905181,150.57188044217037
1905191,156.6590028352995
1905201,101.67053800115984
1905211,97.17070848593606
1905221,97.50685538040156
1905231,103.12778863580176
1905241,105.41758668495498
1905251,150.57188044217037
1905261,156.6590028352995
1905271,101.67053800115984
1905281,97.17070848593606
1905291,97.50685538040156
1905301,156.42731912871864
1905311,105.41758668495498
1906011,155.88704392125754
1906021,167.0394197731982
1906031,112.05095493905851
1906041,102.48587196502324
1906051,107.88727231830028
1906061,108.44295211488893
1906071,110.73275016404216
1906081,155.88704392125754
1906091,161.97416631438668
1906101,160.28523197316392
